1.9654,0.28161,0.65592,
1.9644,0.28597,0.65069,
1.9659,0.28541,0.65744,
2.0347,0.24928,0.605,
2.0453,0.2454,0.60145,
2.0565,0.24262,0.59774,
2.0932,0.23123,0.59045,
2.1024,0.22937,0.59043,
2.1315,0.21697,0.57479,
2.1422,0.21391,0.57427,
2.1471,0.21539,0.58019,
2.1594,0.21525,0.58019,
2.1976,0.20635,0.58696,
2.2271,0.19527,0.58897,
2.233,0.19716,0.59418,
2.2455,0.19442,0.59653,
2.2557,0.19337,0.59828,
2.2688,0.18652,0.60253,
2.2851,0.18187,0.60546,
2.291,0.18466,0.6058,
2.3063,0.18119,0.60596,
2.3155,0.17898,0.61155,
2.1819,0.26895,0.72419,
2.1835,0.27247,0.73338,
2.1878,0.27738,0.74895,
2.1935,0.28343,0.7605,
2.1998,0.28693,0.76736,
2.2032,0.29485,0.78313,
2.2111,0.29917,0.79044,
2.2262,0.29768,0.78966,
2.2319,0.30115,0.79591,
2.2357,0.30482,0.80211,
2.2427,0.30826,0.80747,
2.2559,0.31569,0.81909,
2.2605,0.31872,0.82381,
2.2657,0.32204,0.82828,
2.2795,0.33104,0.83987,
2.2845,0.33377,0.84305,
2.2925,0.33959,0.84874,
2.2974,0.34401,0.85389,
2.3032,0.34796,0.85692,
2.3101,0.35388,0.86189,
2.3155,0.359,0.86579,
2.3178,0.36577,0.87039,
2.3267,0.37023,0.87263,
2.3312,0.37591,0.87607,
2.3363,0.38181,0.87816,
2.3389,0.38864,0.88103,
2.3442,0.39399,0.88325,
2.3492,0.40019,0.88486,
2.3525,0.40404,0.88639,
2.3802,0.42071,0.88465,
2.3863,0.42639,0.88551,
2.3902,0.43058,0.88737,
2.3957,0.43697,0.88826,
2.4034,0.44496,0.8899,
2.4121,0.45754,0.89256,
2.4156,0.46251,0.89354,
2.4201,0.47009,0.89408,
2.4247,0.47699,0.89508,
2.4281,0.48328,0.89588,
2.4312,0.48922,0.89631,
2.435,0.49538,0.89692,
2.4352,0.49681,0.89693,
2.4422,0.50975,0.89821,
2.4439,0.51403,0.89862,
2.4482,0.52284,0.89941,
2.4512,0.52972,0.9002,
2.4545,0.53587,0.90122,
2.4561,0.54081,0.90147,
2.4604,0.54945,0.90276,
2.4628,0.55339,0.90406,
2.4674,0.56201,0.90578,
2.47,0.56851,0.9063,
2.4738,0.57422,0.90868,
2.4771,0.58076,0.90974,
2.4832,0.59271,0.91445,
2.4852,0.59563,0.91497,
2.5005,0.61502,0.92043,
2.5054,0.61957,0.92149,
2.5092,0.62467,0.92303,
2.5136,0.62986,0.92426,
2.5182,0.63538,0.926,
2.5225,0.64016,0.92704,
2.5264,0.64537,0.92845,
2.5314,0.65042,0.93008,
2.5357,0.65546,0.93145,
2.5399,0.66021,0.93303,
2.5442,0.66544,0.93465,
2.5514,0.67479,0.93726,
2.5587,0.68671,0.94033,
2.5597,0.69139,0.94551,
2.561,0.69479,0.94746,
2.5635,0.70278,0.9493,
2.5674,0.70752,0.94909,
2.5665,0.71421,0.95255,
2.5681,0.71895,0.95414,
2.5723,0.72598,0.95188,
2.5704,0.73056,0.95649,
2.571,0.7393,0.95787,
2.5719,0.74588,0.9591,
2.5722,0.75287,0.95979,
2.572,0.7586,0.96071,
2.5718,0.76745,0.96318,
2.5716,0.76809,0.96298,
2.5726,0.7808,0.96496,
2.5719,0.78879,0.96709,
2.5699,0.79692,0.9694,
2.5713,0.80404,0.96869,
2.5694,0.81232,0.97125,
2.5677,0.82133,0.97251,
2.5688,0.82748,0.97236,
2.5675,0.83798,0.97417,
2.5643,0.84724,0.97509,
2.5642,0.8511,0.9769,
2.5602,0.86355,0.9797,
2.5591,0.87091,0.98056,
2.5577,0.88307,0.98168,
2.557,0.89213,0.98243,
2.556,0.8964,0.98232,
2.5551,0.90931,0.98412,
2.5539,0.91786,0.98574,
2.553,0.92304,0.98595,
2.552,0.934,0.98679,
2.5522,0.94034,0.98577,
2.55,0.94873,0.98701,
2.5475,0.95667,0.98591,
2.5457,0.96372,0.98751,
2.5436,0.97054,0.98839,
2.5413,0.97723,0.98924,
2.5406,0.98399,0.9874,
2.535,0.99039,0.99109,
2.5346,0.9965,0.98967,
2.5289,1.008,0.98969,
2.5253,1.0154,0.9901,
0.74936,-1.2899,0.64402,
0.72322,-1.2104,0.62567,
0.72437,-1.2093,0.64641,
0.78463,-1.2449,0.59509,
0.80439,-1.2483,0.61555,
0.83781,-1.2443,0.61566,
0.80953,-1.2266,0.6298,
0.82846,-1.2361,0.61697,
0.79633,-1.1987,0.68102,
0.79232,-1.189,0.67861,
0.80421,-1.194,0.71313,
0.80433,-1.1887,0.65303,
0.94948,-1.2641,0.57025,
0.90478,-1.2476,0.68308,
0.9367,-1.2534,0.58126,
0.85278,-1.2055,0.6878,
0.96053,-1.2572,0.64605,
0.95122,-1.2538,0.66329,
1.0093,-1.286,0.68058,
1.0699,-1.2796,0.67319,
1.066,-1.2942,0.666,
1.1076,-1.2911,0.65177,
1.1517,-1.2959,0.64761,
1.1748,-1.2809,0.71368,
1.1417,-1.283,0.72212,
1.1408,-1.2943,0.69501,
