-0.37671,-1.2515,0.26176,
-0.3762,-1.2518,0.2624,
-0.37099,-1.2543,0.2688,
-0.36312,-1.2588,0.27738,
-0.36058,-1.2601,0.28005,
-0.3578,-1.262,0.28287,
-0.35022,-1.2664,0.29081,
-0.34867,-1.2669,0.29183,
-0.34528,-1.2688,0.29535,
-0.34302,-1.27,0.29696,
-0.34172,-1.2707,0.29804,
-0.33694,-1.273,0.30017,
-0.32763,-1.2771,0.30509,
-0.31754,-1.2804,0.30885,
-0.31362,-1.2817,0.30958,
-0.30943,-1.2829,0.31049,
-0.30534,-1.2841,0.3111,
-0.30091,-1.2849,0.31251,
-0.29652,-1.286,0.31395,
-0.29276,-1.2867,0.31515,
-0.28744,-1.2882,0.3172,
-0.28316,-1.2891,0.31848,
-0.27895,-1.2902,0.32049,
-0.27476,-1.2914,0.32342,
-0.26565,-1.2934,0.32878,
-0.26144,-1.295,0.33126,
-0.25855,-1.2953,0.33291,
-0.25101,-1.2979,0.3382,
-0.24735,-1.2988,0.34065,
-0.24392,-1.3003,0.3436,
-0.24146,-1.301,0.34616,
-0.23798,-1.3024,0.34979,
-0.23668,-1.3028,0.35101,
-0.23193,-1.3046,0.35686,
-0.22933,-1.3064,0.36102,
-0.22785,-1.3073,0.36303,
-0.22512,-1.3095,0.36896,
-0.22333,-1.311,0.37338,
-0.22196,-1.3122,0.37727,
-0.22091,-1.3135,0.38075,
-0.22051,-1.3146,0.38387,
-0.21927,-1.3157,0.38774,
-0.21831,-1.3171,0.39191,
-0.21714,-1.3179,0.39509,
-0.21562,-1.3197,0.39969,
-0.21443,-1.3212,0.40339,
-0.21251,-1.3218,0.407,
-0.21018,-1.3231,0.41107,
-0.20843,-1.3238,0.41369,
-0.2051,-1.3255,0.41801,
-0.20357,-1.3262,0.42009,
-0.19324,-1.3298,0.43062,
-0.18654,-1.331,0.43582,
-0.18255,-1.3318,0.43869,
-0.17654,-1.3331,0.4422,
-0.17079,-1.3339,0.44486,
-0.15797,-1.3361,0.45059,
-0.15473,-1.3365,0.45182,
-0.14425,-1.3378,0.455,
-0.14032,-1.3387,0.45729,
-0.12864,-1.3398,0.46008,
-0.12181,-1.3413,0.46232,
-0.11363,-1.3418,0.46474,
-0.11201,-1.3422,0.46506,
-0.094631,-1.344,0.47033,
-0.08549,-1.3453,0.47291,
-0.076306,-1.3467,0.47556,
-0.066663,-1.3474,0.47801,
-0.056682,-1.3482,0.48064,
-0.04742,-1.3492,0.48266,
-0.036684,-1.3504,0.48567,
-0.03147,-1.3509,0.4863,
-0.016361,-1.3523,0.48862,
-0.0057652,-1.3533,0.49101,
0.0044443,-1.3542,0.49246,
0.015063,-1.3554,0.49441,
0.036663,-1.358,0.50003,
0.041674,-1.3578,0.50115,
0.078418,-1.3615,0.51027,
0.083249,-1.3619,0.51152,
0.098669,-1.3635,0.51598,
0.10812,-1.3649,0.51912,
0.12026,-1.3658,0.52269,
0.13057,-1.3667,0.52585,
0.14088,-1.3675,0.5291,
0.151,-1.3688,0.53218,
0.16153,-1.3694,0.53529,
0.17189,-1.3711,0.5386,
0.18164,-1.3711,0.54016,
0.19199,-1.3724,0.54286,
0.22485,-1.3757,0.55019,
0.23631,-1.3768,0.55319,
0.24647,-1.377,0.55262,
0.25894,-1.3787,0.55512,
0.26863,-1.3799,0.55589,
0.28104,-1.3803,0.55537,
0.29248,-1.3816,0.55547,
0.30115,-1.3816,0.55451,
0.31135,-1.3825,0.55541,
0.32297,-1.3835,0.55637,
0.33847,-1.3843,0.55649,
0.3513,-1.3858,0.55769,
0.36023,-1.3859,0.55625,
0.37464,-1.3872,0.55604,
0.37691,-1.3873,0.5565,
0.39863,-1.3886,0.55333,
0.40914,-1.3896,0.5524,
0.41688,-1.3896,0.55104,
0.43593,-1.3913,0.55094,
0.44713,-1.3915,0.54919,
0.45958,-1.3924,0.54839,
0.47285,-1.3935,0.54928,
0.48382,-1.3938,0.548,
0.4966,-1.3951,0.54845,
0.50875,-1.3953,0.5482,
0.51931,-1.3963,0.54869,
0.5315,-1.3969,0.54863,
0.54641,-1.3979,0.55012,
0.55958,-1.399,0.55178,
0.56577,-1.3991,0.55228,
0.58471,-1.4003,0.55331,
0.5978,-1.401,0.55447,
0.6109,-1.402,0.55544,
0.6237,-1.4024,0.55623,
0.63033,-1.403,0.55689,
0.64957,-1.404,0.55816,
0.66274,-1.4046,0.55951,
0.67621,-1.4055,0.56115,
0.68908,-1.4063,0.56185,
0.70201,-1.407,0.56409,
0.71497,-1.4075,0.56564,
0.72622,-1.4082,0.56702,
0.73952,-1.4093,0.56827,
0.76187,-1.4103,0.57118,
0.79312,-1.4117,0.57274,
0.81512,-1.4126,0.57425,
0.83766,-1.4139,0.57533,
0.86276,-1.4149,0.57657,
0.87092,-1.4155,0.5768,
0.88808,-1.416,0.5773,
0.90007,-1.4171,0.57974,
0.9151,-1.4175,0.58064,
0.93536,-1.4186,0.5823,
0.95831,-1.4194,0.58285,
0.96868,-1.4202,0.58309,
0.98856,-1.4212,0.58452,
1.001,-1.4221,0.58559,
1.0248,-1.4234,0.58709,
1.0366,-1.4244,0.58825,
1.0425,-1.425,0.58868,
1.065,-1.4258,0.58921,
1.0812,-1.4267,0.58889,
1.0891,-1.4276,0.59034,
1.1033,-1.428,0.59046,
1.1134,-1.4286,0.59014,
